Muestra, Temperatura BME, Humedad BME, Presion BME, Altitud BME, Temperatura Suelo, Humedad Suelo,Fecha, Latitud, Longitud, Presicion GPS, Altitud GPS 
82,35.56,59.86,1009.33,32.73,32.209,1199,2022-12-13T17:04:10,10.815854,-74.170265,93.00,22.40
83,35.57,57.81,1009.44,31.79,31.811,1067,2022-12-13T17:04:35,10.815864,-74.170273,90.00,19.70
83,35.57,57.93,1009.44,31.79,31.396,1077,2022-12-13T17:04:40,10.815865,-74.170280,90.00,20.00
83,35.56,58.10,1009.45,31.69,31.229,1089,2022-12-13T17:04:40,10.815865,-74.170280,90.00,20.00
83,35.55,58.07,1009.44,31.76,31.083,1092,2022-12-13T17:04:45,10.815866,-74.170280,90.00,20.00
83,35.54,57.99,1009.41,32.02,31.069,1105,2022-12-13T17:04:45,10.815866,-74.170280,90.00,20.00
83,35.53,58.00,1009.43,31.82,30.897,1115,2022-12-13T17:04:50,10.815868,-74.170280,90.00,19.90
83,35.52,57.88,1009.41,31.99,30.904,1124,2022-12-13T17:04:55,10.815871,-74.170280,90.00,20.70
83,35.51,58.08,1009.43,31.87,30.892,1134,2022-12-13T17:04:55,10.815871,-74.170280,90.00,20.70
83,35.51,57.94,1009.39,32.25,30.882,1136,2022-12-13T17:05:00,10.815872,-74.170288,93.00,20.90
85,35.33,57.20,1009.38,32.29,31.688,2333,2022-12-13T17:05:30,10.815871,-74.170296,90.00,22.40
85,35.30,57.33,1009.36,32.44,31.860,2363,2022-12-13T17:05:30,10.815871,-74.170296,90.00,22.40
85,35.30,57.55,1009.33,32.70,31.888,2384,2022-12-13T17:05:35,10.815874,-74.170296,110.00,22.70
85,35.30,57.64,1009.32,32.74,32.087,2401,2022-12-13T17:05:40,10.815875,-74.170288,142.00,22.50
85,35.30,57.53,1009.34,32.58,32.108,2415,2022-12-13T17:05:40,10.815875,-74.170288,142.00,22.50
85,35.30,57.69,1009.32,32.80,32.255,2423,2022-12-13T17:05:45,10.815877,-74.170288,142.00,22.30
85,35.29,57.79,1009.31,32.81,32.268,2436,2022-12-13T17:05:45,10.815877,-74.170288,142.00,22.30
85,35.30,57.86,1009.35,32.56,32.438,2443,2022-12-13T17:05:50,10.815879,-74.170288,94.00,21.60
85,35.33,56.75,1009.41,32.06,32.430,2450,2022-12-13T17:05:55,10.815879,-74.170288,142.00,20.20
85,35.32,56.58,1009.43,31.88,32.426,2455,2022-12-13T17:05:55,10.815879,-74.170288,142.00,20.20
85,35.32,55.52,1009.43,31.85,32.431,2462,2022-12-13T17:06:00,10.815881,-74.170288,94.00,19.60
85,35.30,56.20,1009.43,31.88,32.440,2470,2022-12-13T17:06:00,10.815881,-74.170288,94.00,19.60
86,33.78,58.06,1009.29,32.98,32.635,911,2022-12-13T17:09:40,10.816026,-74.170143,91.00,24.90
86,33.78,58.06,1009.28,33.11,32.812,1022,2022-12-13T17:09:40,10.816026,-74.170143,91.00,24.90
86,33.78,58.12,1009.28,33.06,32.799,1043,2022-12-13T17:09:45,10.816027,-74.170143,86.00,23.30
86,33.73,58.02,1009.19,33.85,32.806,1054,2022-12-13T17:09:50,10.816026,-74.170143,86.00,21.70
86,33.73,58.02,1009.18,33.92,32.942,1058,2022-12-13T17:09:50,10.816026,-74.170143,86.00,21.70
86,33.74,58.10,1009.18,33.94,32.924,1062,2022-12-13T17:09:55,10.816026,-74.170143,86.00,20.50
86,33.74,58.33,1009.22,33.64,32.907,1065,2022-12-13T17:09:55,10.816026,-74.170143,86.00,20.50
86,33.78,58.45,1009.28,33.09,32.895,1063,2022-12-13T17:10:00,10.816027,-74.170143,86.00,20.30
87,33.78,59.06,1009.10,34.61,31.629,1170,2022-12-13T17:10:25,10.816047,-74.170120,131.00,22.80
87,33.80,59.13,1009.11,34.51,31.442,1207,2022-12-13T17:10:30,10.816050,-74.170120,91.00,23.10
87,33.89,59.21,1009.26,33.25,31.413,1248,2022-12-13T17:10:35,10.816051,-74.170120,86.00,22.90
87,33.91,59.30,1009.26,33.26,31.255,1287,2022-12-13T17:10:35,10.816051,-74.170120,86.00,22.90
87,33.92,59.51,1009.23,33.52,31.105,1323,2022-12-13T17:10:40,10.816051,-74.170113,91.00,23.20
87,33.95,59.77,1009.25,33.34,31.099,1358,2022-12-13T17:10:40,10.816051,-74.170113,91.00,23.20
87,33.98,60.00,1009.25,33.37,31.085,1378,2022-12-13T17:10:45,10.816050,-74.170105,86.00,22.60
87,34.01,60.15,1009.24,33.41,31.068,1390,2022-12-13T17:10:50,10.816050,-74.170113,91.00,22.70
88,34.26,60.20,1009.22,33.61,30.762,1695,2022-12-13T17:11:20,10.816061,-74.170097,86.00,22.50
88,34.26,59.82,1009.26,33.26,30.755,1697,2022-12-13T17:11:20,10.816061,-74.170097,86.00,22.50
88,34.28,59.91,1009.27,33.22,30.740,1707,2022-12-13T17:11:25,10.816066,-74.170105,102.00,22.30
88,34.28,59.88,1009.27,33.17,30.717,1712,2022-12-13T17:11:25,10.816066,-74.170105,102.00,22.30
88,34.29,59.87,1009.23,33.52,30.584,1715,2022-12-13T17:11:30,10.816068,-74.170105,101.00,21.70
89,34.45,59.42,1009.25,33.33,30.423,1075,2022-12-13T17:11:55,10.816077,-74.170105,86.00,20.00
89,34.48,59.29,1009.24,33.53,30.592,1096,2022-12-13T17:12:00,10.816068,-74.170105,101.00,19.80
89,34.53,59.52,1009.23,33.53,30.593,1105,2022-12-13T17:12:05,10.816065,-74.170105,86.00,19.90
89,34.58,59.72,1009.26,33.31,30.607,1115,2022-12-13T17:12:05,10.816065,-74.170105,86.00,19.90
89,34.61,60.07,1009.24,33.44,30.753,1123,2022-12-13T17:12:10,10.816066,-74.170113,101.00,20.40
89,34.67,60.34,1009.27,33.23,30.757,1133,2022-12-13T17:12:10,10.816066,-74.170113,101.00,20.40
90,34.96,58.94,1009.20,33.81,30.510,880,2022-12-13T17:12:35,10.816093,-74.170120,86.00,21.20
90,34.97,58.43,1009.23,33.50,30.510,891,2022-12-13T17:12:40,10.816099,-74.170113,86.00,20.90
90,34.98,58.32,1009.24,33.40,30.514,898,2022-12-13T17:12:40,10.816099,-74.170113,86.00,20.90
90,34.94,56.61,1009.23,33.51,30.511,912,2022-12-13T17:12:45,10.816098,-74.170113,86.00,20.10
90,34.92,56.30,1009.23,33.50,30.502,914,2022-12-13T17:12:50,10.816101,-74.170113,86.00,21.00
91,34.61,54.98,1009.06,34.94,29.990,1136,2022-12-13T17:13:20,10.816133,-74.170105,86.00,20.50
91,34.54,55.26,1009.07,34.86,30.135,1152,2022-12-13T17:13:20,10.816133,-74.170105,86.00,20.50
91,34.50,55.97,1009.09,34.72,30.144,1163,2022-12-13T17:13:25,10.816131,-74.170105,90.00,20.20
91,34.46,56.33,1009.06,34.94,30.162,1168,2022-12-13T17:13:25,10.816131,-74.170105,90.00,20.20
91,34.43,56.40,1009.07,34.90,30.179,1172,2022-12-13T17:13:30,10.816129,-74.170105,90.00,20.80
91,34.47,56.63,1009.20,33.77,30.373,1184,2022-12-13T17:13:35,10.816129,-74.170105,90.00,21.90
91,34.45,56.81,1009.18,33.93,30.349,1194,2022-12-13T17:13:35,10.816129,-74.170105,90.00,21.90
92,34.28,56.86,1009.15,34.22,30.610,1008,2022-12-13T17:13:55,10.816137,-74.170113,87.00,22.00
92,34.28,57.26,1009.16,34.14,30.985,1040,2022-12-13T17:13:55,10.816137,-74.170113,87.00,22.00
92,34.27,57.55,1009.17,34.05,31.311,1050,2022-12-13T17:14:00,10.816140,-74.170120,92.00,22.80
92,34.18,57.69,1009.04,35.10,31.598,1058,2022-12-13T17:14:05,10.816145,-74.170120,87.00,23.40
92,34.18,57.76,1009.05,35.05,31.770,1067,2022-12-13T17:14:05,10.816145,-74.170120,87.00,23.40
93,34.25,57.76,1009.15,34.19,31.158,926,2022-12-13T17:14:35,10.816159,-74.170105,87.00,24.30
93,34.25,58.07,1009.16,34.08,31.145,962,2022-12-13T17:14:35,10.816159,-74.170105,87.00,24.30
93,34.26,58.34,1009.16,34.14,30.928,1007,2022-12-13T17:14:40,10.816159,-74.170105,87.00,24.50
93,34.28,58.58,1009.16,34.08,30.917,1072,2022-12-13T17:14:40,10.816159,-74.170105,87.00,24.50
93,34.26,58.83,1009.09,34.73,30.889,1152,2022-12-13T17:14:45,10.816158,-74.170105,92.00,25.00
93,34.27,59.03,1009.08,34.78,30.751,1217,2022-12-13T17:14:50,10.816155,-74.170105,92.00,25.20
93,34.29,59.23,1009.08,34.79,30.750,1217,2022-12-13T17:14:50,10.816155,-74.170105,92.00,25.20
94,34.30,58.67,1009.07,34.89,30.530,1015,2022-12-13T17:15:35,10.816147,-74.170113,121.00,23.40
94,34.29,58.71,1009.07,34.88,30.674,1046,2022-12-13T17:15:35,10.816147,-74.170113,121.00,23.40
94,34.31,58.81,1009.10,34.61,30.839,1067,2022-12-13T17:15:40,10.816141,-74.170113,121.00,23.10
94,34.34,58.79,1009.17,34.05,31.008,1075,2022-12-13T17:15:40,10.816141,-74.170113,121.00,23.10
94,34.33,58.53,1009.18,33.94,31.010,1085,2022-12-13T17:15:45,10.816134,-74.170113,121.00,22.40
94,34.33,58.29,1009.18,33.95,31.016,1099,2022-12-13T17:15:50,10.816126,-74.170113,90.00,21.80
94,34.32,58.22,1009.13,34.37,31.030,3788,2022-12-13T17:15:50,10.816126,-74.170113,90.00,21.80
95,34.18,58.16,1009.00,35.47,32.126,720,2022-12-13T17:16:10,10.816136,-74.170135,99.00,21.50
95,34.18,57.90,1009.00,35.47,32.910,747,2022-12-13T17:16:15,10.816134,-74.170135,142.00,22.10
95,34.17,57.36,1009.02,35.31,32.917,763,2022-12-13T17:16:20,10.816133,-74.170135,142.00,22.20
95,34.23,57.01,1009.16,34.09,32.727,775,2022-12-13T17:16:20,10.816133,-74.170135,142.00,22.20
95,34.22,57.15,1009.17,34.05,32.203,784,2022-12-13T17:16:25,10.816133,-74.170135,99.00,21.20
95,34.21,57.40,1009.15,34.19,32.188,792,2022-12-13T17:16:25,10.816133,-74.170135,99.00,21.20
95,34.20,57.53,1009.12,34.46,31.921,802,2022-12-13T17:16:30,10.816127,-74.170128,142.00,21.30
96,34.06,56.71,1009.12,34.42,29.800,1262,2022-12-13T17:17:10,10.816149,-74.170235,91.00,3.30
96,34.03,56.82,1009.12,34.45,29.836,1281,2022-12-13T17:17:10,10.816149,-74.170235,91.00,3.30
96,33.97,56.63,1009.08,34.81,29.851,1308,2022-12-13T17:17:15,10.816145,-74.170219,91.00,7.20
96,33.93,56.63,1009.09,34.68,29.873,1330,2022-12-13T17:17:20,10.816146,-74.170212,91.00,9.40
96,33.90,57.11,1009.09,34.70,30.008,1350,2022-12-13T17:17:20,10.816146,-74.170212,91.00,9.40
96,33.88,57.53,1009.11,34.54,30.004,1363,2022-12-13T17:17:25,10.816147,-74.170197,91.00,11.10
96,33.85,57.74,1009.09,34.67,30.011,1377,2022-12-13T17:17:25,10.816147,-74.170197,91.00,11.10
96,33.84,57.99,1009.10,34.58,30.011,1390,2022-12-13T17:17:30,10.816147,-74.170189,91.00,12.90
96,33.75,58.09,1008.97,35.65,30.020,1395,2022-12-13T17:17:35,10.816147,-74.170181,99.00,14.20
97,33.76,59.37,1009.06,34.94,30.480,1381,2022-12-13T17:17:55,10.816130,-74.170181,91.00,20.40
97,33.75,59.46,1009.07,34.83,30.827,1385,2022-12-13T17:18:00,10.816130,-74.170174,91.00,21.30
97,33.75,59.59,1009.08,34.79,31.090,1294,2022-12-13T17:18:05,10.816131,-74.170174,91.00,22.10
97,33.75,59.74,1009.04,35.13,31.327,1377,2022-12-13T17:18:05,10.816131,-74.170174,91.00,22.10
97,33.66,59.73,1008.90,36.26,31.517,1377,2022-12-13T17:18:10,10.816129,-74.170174,91.00,23.20
97,33.65,59.68,1008.89,36.38,31.540,1370,2022-12-13T17:18:10,10.816129,-74.170174,91.00,23.20
97,33.65,59.63,1008.89,36.36,31.738,1366,2022-12-13T17:18:15,10.816128,-74.170174,91.00,23.90
97,33.63,59.72,1008.90,36.29,31.755,1362,2022-12-13T17:18:20,10.816133,-74.170174,91.00,24.50
97,33.71,59.88,1009.05,35.06,31.923,1360,2022-12-13T17:18:20,10.816133,-74.170174,91.00,24.50
98,33.49,59.68,1009.03,35.21,30.811,1340,2022-12-13T17:18:50,10.816148,-74.170189,99.00,24.30
98,33.53,59.70,1009.12,34.47,31.003,1712,2022-12-13T17:18:55,10.816152,-74.170181,99.00,24.60
98,33.52,59.88,1009.09,34.73,31.000,1424,2022-12-13T17:18:55,10.816152,-74.170181,99.00,24.60
98,33.52,59.96,1009.08,34.75,31.013,1475,2022-12-13T17:19:00,10.816153,-74.170174,91.00,24.20
98,33.51,60.04,1009.10,34.60,31.167,1466,2022-12-13T17:19:05,10.816156,-74.170181,91.00,23.40
98,33.51,59.86,1009.08,34.74,31.172,1468,2022-12-13T17:19:05,10.816156,-74.170181,91.00,23.40
98,33.50,59.77,1009.06,34.92,31.180,1455,2022-12-13T17:19:10,10.816157,-74.170174,91.00,23.00
99,33.40,60.07,1009.06,34.93,31.613,890,2022-12-13T17:19:45,10.816154,-74.170197,97.00,19.10
99,33.37,60.02,1009.01,35.40,31.828,897,2022-12-13T17:19:50,10.816150,-74.170204,97.00,19.00
99,33.36,60.28,1009.03,35.21,31.852,904,2022-12-13T17:19:50,10.816150,-74.170204,97.00,19.00
99,33.36,60.43,1009.02,35.28,32.040,854,2022-12-13T17:19:55,10.816146,-74.170212,97.00,19.20
99,33.40,60.66,1009.10,34.59,32.248,927,2022-12-13T17:19:55,10.816146,-74.170212,97.00,19.20
99,33.40,60.92,1009.10,34.65,32.243,935,2022-12-13T17:20:00,10.816145,-74.170212,145.00,19.20
99,33.42,61.10,1009.08,34.80,32.259,941,2022-12-13T17:20:05,10.816143,-74.170219,145.00,18.30
100,33.47,61.20,1009.01,35.39,31.972,1184,2022-12-13T17:20:20,10.816143,-74.170235,145.00,19.20
100,33.49,61.41,1009.01,35.36,32.194,1118,2022-12-13T17:20:25,10.816141,-74.170242,97.00,18.70
100,33.56,61.65,1009.05,35.03,32.348,1201,2022-12-13T17:20:25,10.816141,-74.170242,97.00,18.70
100,33.59,61.85,1009.05,35.02,32.374,1200,2022-12-13T17:20:30,10.816138,-74.170227,97.00,19.30
100,33.62,61.97,1009.08,34.80,32.556,1210,2022-12-13T17:20:35,10.816143,-74.170227,129.00,20.80
100,33.66,61.74,1009.01,35.37,32.577,1207,2022-12-13T17:20:35,10.816143,-74.170227,129.00,20.80
100,33.69,61.10,1009.04,35.15,32.739,1207,2022-12-13T17:20:40,10.816145,-74.170219,129.00,22.10
100,33.73,61.44,1009.01,35.36,32.727,1201,2022-12-13T17:20:40,10.816145,-74.170219,129.00,22.10
100,33.78,62.08,1009.03,35.22,32.725,1200,2022-12-13T17:20:45,10.816148,-74.170212,129.00,24.30
100,33.83,62.12,1009.02,35.28,32.736,1199,2022-12-13T17:20:50,10.816147,-74.170212,129.00,24.50
