Muestra, Temperatura BME, Humedad BME, Presion BME, Altitud BME, Temperatura Suelo, Humedad Suelo,Fecha, Latitud, Longitud, Presicion GPS, Altitud GPS 
42,34.70,54.25,1010.06,26.63,30.543,1266,2022-12-13T16:19:45,10.816080,-74.170258,83.00,27.40
43,34.50,55.46,1010.01,27.01,29.394,851,2022-12-13T16:20:25,10.816091,-74.170250,100.00,24.30
43,34.51,55.56,1010.04,26.75,29.373,880,2022-12-13T16:20:25,10.816091,-74.170250,100.00,24.30
43,34.52,55.81,1010.03,26.86,29.191,892,2022-12-13T16:20:30,10.816099,-74.170250,128.00,26.10
43,34.54,56.04,1010.03,26.87,29.060,901,2022-12-13T16:20:35,10.816109,-74.170242,125.00,28.60
43,34.56,56.27,1010.05,26.66,29.056,913,2022-12-13T16:20:35,10.816109,-74.170242,125.00,28.60
43,34.59,56.60,1009.99,27.14,28.916,924,2022-12-13T16:20:40,10.816129,-74.170235,125.00,34.90
43,34.62,57.00,1010.01,27.00,28.912,933,2022-12-13T16:20:40,10.816129,-74.170235,125.00,34.90
43,34.66,57.37,1009.99,27.15,28.897,944,2022-12-13T16:20:45,10.816135,-74.170235,128.00,37.00
44,35.10,57.68,1009.96,27.43,32.774,1437,2022-12-13T16:22:15,10.816119,-74.170227,83.00,27.00
44,35.13,58.03,1009.94,27.59,32.916,1448,2022-12-13T16:22:20,10.816128,-74.170235,79.00,29.90
44,35.17,58.14,1009.98,27.24,33.056,1460,2022-12-13T16:22:20,10.816128,-74.170235,79.00,29.90
44,35.20,58.44,1009.98,27.27,33.190,1472,2022-12-13T16:22:25,10.816133,-74.170235,79.00,31.60
44,35.24,58.58,1009.96,27.44,33.201,1479,2022-12-13T16:22:30,10.816133,-74.170227,83.00,31.30
44,35.29,58.91,1009.98,27.27,33.224,1488,2022-12-13T16:22:30,10.816133,-74.170227,83.00,31.30
45,36.07,59.83,1010.02,26.92,31.676,811,2022-12-13T16:23:50,10.816118,-74.170242,88.00,31.10
45,36.11,60.01,1010.00,27.10,31.663,818,2022-12-13T16:23:50,10.816118,-74.170242,88.00,31.10
45,36.15,60.18,1010.01,27.01,31.650,830,2022-12-13T16:23:55,10.816119,-74.170250,108.00,31.20
45,36.20,60.39,1010.00,27.12,31.627,838,2022-12-13T16:23:55,10.816119,-74.170250,108.00,31.20
45,36.25,60.53,1010.02,26.94,31.602,848,2022-12-13T16:24:00,10.816122,-74.170250,108.00,31.30
45,36.30,60.64,1010.00,27.09,31.579,855,2022-12-13T16:24:05,10.816123,-74.170250,108.00,31.40
45,36.34,60.83,1009.99,27.15,31.553,867,2022-12-13T16:24:05,10.816123,-74.170250,108.00,31.40
45,36.39,60.79,1009.97,27.31,31.408,880,2022-12-13T16:24:10,10.816122,-74.170250,108.00,31.00
47,36.72,58.04,1009.97,27.31,30.971,752,2022-12-13T16:24:55,10.816150,-74.170250,108.00,24.00
47,36.72,57.65,1009.98,27.26,30.949,765,2022-12-13T16:24:55,10.816150,-74.170250,108.00,24.00
47,36.70,56.58,1010.00,27.10,30.937,781,2022-12-13T16:25:00,10.816151,-74.170242,108.00,23.90
47,36.67,55.72,1009.97,27.31,30.706,791,2022-12-13T16:25:05,10.816152,-74.170242,88.00,23.40
47,36.66,55.88,1009.99,27.20,30.692,803,2022-12-13T16:25:05,10.816152,-74.170242,88.00,23.40
47,36.62,56.10,1009.93,27.65,30.536,816,2022-12-13T16:25:10,10.816153,-74.170235,88.00,23.00
47,36.60,56.22,1009.93,27.68,30.529,819,2022-12-13T16:25:10,10.816153,-74.170235,88.00,23.00
47,36.59,56.46,1009.95,27.54,30.511,830,2022-12-13T16:25:15,10.816154,-74.170235,88.00,23.10
47,36.57,55.92,1009.93,27.68,30.336,837,2022-12-13T16:25:20,10.816155,-74.170235,88.00,23.20
47,36.55,55.61,1009.93,27.70,30.345,845,2022-12-13T16:25:20,10.816155,-74.170235,88.00,23.20
48,36.10,54.72,1009.98,27.26,30.567,1106,2022-12-13T16:26:25,10.816166,-74.170250,88.00,23.40
48,36.09,54.98,1010.00,27.13,30.568,1117,2022-12-13T16:26:30,10.816166,-74.170250,79.00,23.00
48,36.08,54.83,1009.97,27.31,30.563,1122,2022-12-13T16:26:35,10.816165,-74.170250,88.00,22.40
48,36.07,54.88,1009.97,27.35,30.513,1133,2022-12-13T16:26:35,10.816165,-74.170250,88.00,22.40
48,36.06,54.25,1009.98,27.30,30.508,1136,2022-12-13T16:26:40,10.816166,-74.170250,88.00,22.50
48,36.04,54.50,1009.99,27.14,30.255,1141,2022-12-13T16:26:40,10.816166,-74.170250,88.00,22.50
49,35.94,56.16,1009.95,27.52,33.022,905,2022-12-13T16:28:20,10.816140,-74.170288,79.00,24.10
49,35.95,56.32,1009.96,27.44,33.040,913,2022-12-13T16:28:25,10.816138,-74.170288,79.00,26.20
49,35.95,56.43,1009.94,27.59,33.182,922,2022-12-13T16:28:25,10.816138,-74.170288,79.00,26.20
49,35.96,56.53,1009.98,27.23,33.190,932,2022-12-13T16:28:30,10.816135,-74.170303,88.00,29.30
49,35.97,56.57,1009.95,27.54,33.200,944,2022-12-13T16:28:35,10.816130,-74.170303,79.00,30.70
51,36.04,56.60,1009.87,28.20,32.399,1401,2022-12-13T16:29:40,10.816134,-74.170296,84.00,27.00
51,36.06,56.26,1009.88,28.11,32.390,1404,2022-12-13T16:29:40,10.816134,-74.170296,84.00,27.00
51,36.06,56.55,1009.87,28.15,32.375,1404,2022-12-13T16:29:45,10.816138,-74.170288,84.00,26.00
51,36.04,55.57,1009.88,28.10,32.222,1395,2022-12-13T16:29:50,10.816139,-74.170288,79.00,25.50
51,36.05,55.92,1009.86,28.30,32.390,1396,2022-12-13T16:29:50,10.816139,-74.170288,79.00,25.50
52,35.92,55.82,1009.96,27.43,32.569,1139,2022-12-13T16:30:50,10.816152,-74.170280,84.00,25.50
52,35.92,55.98,1009.96,27.39,32.562,1162,2022-12-13T16:30:50,10.816152,-74.170280,84.00,25.50
52,35.91,56.08,1009.96,27.40,32.564,1175,2022-12-13T16:30:55,10.816155,-74.170280,84.00,25.50
52,35.91,56.14,1009.97,27.32,32.572,1185,2022-12-13T16:30:55,10.816155,-74.170280,84.00,25.50
53,35.78,55.44,1009.97,27.34,32.380,974,2022-12-13T16:31:30,10.816157,-74.170288,109.00,27.40
53,35.77,55.50,1009.93,27.64,32.236,941,2022-12-13T16:31:35,10.816169,-74.170288,84.00,28.50
53,35.77,55.42,1009.95,27.48,32.242,1011,2022-12-13T16:31:35,10.816169,-74.170288,84.00,28.50
53,35.76,55.54,1009.93,27.68,32.236,1029,2022-12-13T16:31:40,10.816171,-74.170296,84.00,27.90
53,35.75,55.58,1009.95,27.54,32.235,1034,2022-12-13T16:31:40,10.816171,-74.170296,84.00,27.90
54,35.56,56.02,1009.97,27.36,32.234,1013,2022-12-13T16:32:20,10.816178,-74.170311,79.00,25.80
54,35.55,56.15,1009.96,27.44,32.249,1015,2022-12-13T16:32:25,10.816183,-74.170319,84.00,27.20
54,35.56,56.31,1009.98,27.28,32.262,1022,2022-12-13T16:32:25,10.816183,-74.170319,84.00,27.20
54,35.55,56.48,1009.96,27.39,32.268,1021,2022-12-13T16:32:30,10.816184,-74.170319,110.00,27.80
54,35.44,56.55,1009.79,28.87,32.273,1028,2022-12-13T16:32:35,10.816185,-74.170319,110.00,28.40
54,35.45,56.67,1009.80,28.75,32.262,1023,2022-12-13T16:32:35,10.816185,-74.170319,110.00,28.40
55,35.30,55.83,1009.94,27.61,31.234,777,2022-12-13T16:33:30,10.816171,-74.170387,84.00,24.00
55,35.27,55.98,1009.93,27.65,31.216,835,2022-12-13T16:33:35,10.816179,-74.170380,84.00,25.50
55,35.25,56.07,1009.96,27.46,31.018,847,2022-12-13T16:33:35,10.816179,-74.170380,84.00,25.50
55,35.23,56.18,1009.94,27.56,31.023,854,2022-12-13T16:33:40,10.816182,-74.170372,84.00,25.90
55,35.22,56.17,1009.94,27.59,31.020,862,2022-12-13T16:33:40,10.816182,-74.170372,84.00,25.90
55,35.20,56.27,1009.93,27.66,30.866,866,2022-12-13T16:33:45,10.816182,-74.170372,84.00,25.90
55,35.19,56.40,1009.93,27.65,30.868,871,2022-12-13T16:33:50,10.816182,-74.170364,84.00,26.20
56,35.01,56.07,1009.88,28.07,30.607,1182,2022-12-13T16:34:20,10.816173,-74.170372,84.00,28.20
56,35.00,56.21,1009.90,27.95,30.602,1265,2022-12-13T16:34:25,10.816168,-74.170372,84.00,28.60
56,34.99,56.32,1009.90,27.90,30.588,1329,2022-12-13T16:34:25,10.816168,-74.170372,84.00,28.60
56,34.99,56.43,1009.87,28.16,30.576,1363,2022-12-13T16:34:30,10.816163,-74.170364,84.00,28.40
56,34.99,56.53,1009.88,28.10,30.559,1383,2022-12-13T16:34:35,10.816163,-74.170364,84.00,28.70
56,35.00,56.53,1009.91,27.83,30.412,1392,2022-12-13T16:34:35,10.816163,-74.170364,84.00,28.70
57,34.34,57.42,1009.81,28.71,30.641,1633,2022-12-13T16:37:10,10.816141,-74.170380,84.00,28.80
57,34.36,57.35,1009.87,28.21,30.509,1637,2022-12-13T16:37:15,10.816144,-74.170387,84.00,28.60
57,34.36,57.55,1009.89,28.04,30.495,1648,2022-12-13T16:37:15,10.816144,-74.170387,84.00,28.60
57,34.29,57.60,1009.78,28.92,30.480,1648,2022-12-13T16:37:20,10.816148,-74.170395,84.00,29.00
57,34.28,57.58,1009.79,28.85,30.342,1655,2022-12-13T16:37:25,10.816149,-74.170395,84.00,29.30
57,34.27,57.76,1009.78,28.93,30.471,1660,2022-12-13T16:37:25,10.816149,-74.170395,84.00,29.30
58,34.30,57.86,1009.81,28.71,31.232,780,2022-12-13T16:38:00,10.816139,-74.170403,84.00,26.50
58,34.32,58.09,1009.83,28.48,31.517,821,2022-12-13T16:38:05,10.816138,-74.170403,113.00,25.50
58,34.30,58.23,1009.81,28.64,31.736,845,2022-12-13T16:38:10,10.816139,-74.170403,113.00,25.40
58,34.31,58.21,1009.79,28.81,31.930,862,2022-12-13T16:38:10,10.816139,-74.170403,113.00,25.40
58,34.33,58.20,1009.83,28.48,32.144,879,2022-12-13T16:38:15,10.816139,-74.170395,113.00,25.00
58,34.34,58.21,1009.83,28.48,32.172,889,2022-12-13T16:38:15,10.816139,-74.170395,113.00,25.00
59,34.38,58.39,1009.77,29.01,30.349,913,2022-12-13T16:38:45,10.816132,-74.170380,115.00,26.30
59,34.39,58.39,1009.78,28.95,30.132,931,2022-12-13T16:38:50,10.816130,-74.170380,113.00,26.40
59,34.40,58.55,1009.77,28.98,29.941,941,2022-12-13T16:38:55,10.816125,-74.170380,113.00,25.60
59,34.40,58.22,1009.78,28.96,29.778,941,2022-12-13T16:38:55,10.816125,-74.170380,113.00,25.60
59,34.42,58.28,1009.75,29.19,29.633,947,2022-12-13T16:39:00,10.816122,-74.170380,113.00,26.10
59,34.48,58.51,1009.84,28.45,29.606,946,2022-12-13T16:39:00,10.816122,-74.170380,113.00,26.10
59,34.50,58.52,1009.84,28.39,29.399,955,2022-12-13T16:39:05,10.816121,-74.170380,113.00,27.20
60,34.80,60.03,1009.79,28.82,30.445,2550,2022-12-13T16:40:10,10.816106,-74.170380,109.00,23.40
60,34.83,60.16,1009.82,28.63,30.444,2571,2022-12-13T16:40:10,10.816106,-74.170380,109.00,23.40
60,34.87,60.25,1009.82,28.62,30.440,2582,2022-12-13T16:40:15,10.816104,-74.170380,109.00,23.40
60,34.89,60.36,1009.81,28.65,30.423,2595,2022-12-13T16:40:15,10.816104,-74.170380,109.00,23.40
60,34.92,60.41,1009.80,28.74,30.289,2608,2022-12-13T16:40:20,10.816102,-74.170380,109.00,23.60
60,34.93,60.45,1009.77,28.98,30.290,2615,2022-12-13T16:40:25,10.816101,-74.170380,110.00,23.70
61,35.20,59.25,1009.77,29.05,31.553,3351,2022-12-13T16:41:10,10.816087,-74.170364,85.00,27.10
61,35.21,58.18,1009.78,28.91,31.544,3351,2022-12-13T16:41:15,10.816084,-74.170372,85.00,27.50
61,35.20,57.43,1009.79,28.92,31.528,3349,2022-12-13T16:41:15,10.816084,-74.170372,85.00,27.50
61,35.20,57.56,1009.78,28.95,31.506,3351,2022-12-13T16:41:20,10.816082,-74.170380,85.00,28.20
61,35.21,57.49,1009.76,29.12,31.298,3377,2022-12-13T16:41:25,10.816080,-74.170380,85.00,29.30
61,35.21,57.77,1009.76,29.08,31.298,3370,2022-12-13T16:41:25,10.816080,-74.170380,85.00,29.30
62,35.21,59.00,1009.78,28.95,32.023,761,2022-12-13T16:42:10,10.816059,-74.170387,88.00,28.20
62,35.17,58.73,1009.72,29.47,32.233,790,2022-12-13T16:42:10,10.816059,-74.170387,88.00,28.20
62,35.20,58.53,1009.77,28.99,32.386,811,2022-12-13T16:42:15,10.816061,-74.170387,85.00,30.10
62,35.20,58.67,1009.78,28.89,32.530,819,2022-12-13T16:42:15,10.816061,-74.170387,85.00,30.10
62,35.20,58.32,1009.79,28.93,32.661,832,2022-12-13T16:42:20,10.816064,-74.170387,85.00,31.80
62,35.20,58.50,1009.79,28.86,32.683,842,2022-12-13T16:42:25,10.816065,-74.170387,115.00,32.30
63,35.43,58.70,1009.71,29.54,32.010,1158,2022-12-13T16:45:25,10.816026,-74.170265,86.00,30.90
63,35.48,58.33,1009.71,29.49,32.024,1170,2022-12-13T16:45:30,10.816024,-74.170265,86.00,30.10
63,35.53,58.29,1009.68,29.81,32.031,1183,2022-12-13T16:45:35,10.816026,-74.170265,86.00,30.10
63,35.57,58.45,1009.68,29.78,32.037,1187,2022-12-13T16:45:35,10.816026,-74.170265,86.00,30.10
63,35.62,58.99,1009.69,29.70,32.046,1200,2022-12-13T16:45:40,10.816022,-74.170265,86.00,30.20
63,35.65,59.29,1009.67,29.82,32.053,1210,2022-12-13T16:45:40,10.816022,-74.170265,86.00,30.20
63,35.68,58.83,1009.65,29.98,32.068,1218,2022-12-13T16:45:45,10.816023,-74.170273,86.00,29.90
64,35.81,57.62,1009.68,29.79,33.531,2540,2022-12-13T16:46:35,10.816039,-74.170204,86.00,43.50
64,35.81,57.62,1009.68,29.78,33.758,2544,2022-12-13T16:46:40,10.816040,-74.170197,118.00,44.20
64,35.81,57.44,1009.63,30.16,33.592,2550,2022-12-13T16:46:40,10.816040,-74.170197,118.00,44.20
64,35.82,57.37,1009.68,29.80,33.611,2551,2022-12-13T16:46:45,10.816033,-74.170204,86.00,41.60
64,35.83,57.25,1009.69,29.68,33.625,2547,2022-12-13T16:46:50,10.816030,-74.170204,86.00,39.50
64,35.84,57.36,1009.68,29.73,33.676,2550,2022-12-13T16:46:50,10.816030,-74.170204,86.00,39.50
65,35.97,58.57,1009.67,29.82,33.396,1285,2022-12-13T16:47:40,10.816015,-74.170204,86.00,34.40
65,36.01,58.89,1009.68,29.84,33.371,1351,2022-12-13T16:47:45,10.816016,-74.170212,86.00,33.70
65,36.05,59.29,1009.67,29.88,33.349,1376,2022-12-13T16:47:50,10.816022,-74.170197,86.00,32.90
65,36.09,59.51,1009.64,30.09,33.222,1392,2022-12-13T16:47:50,10.816022,-74.170197,86.00,32.90
65,36.14,60.15,1009.63,30.18,33.389,1408,2022-12-13T16:47:55,10.816025,-74.170197,86.00,33.70
65,36.15,60.14,1009.56,30.75,33.373,1410,2022-12-13T16:47:55,10.816025,-74.170197,86.00,33.70
65,36.20,60.09,1009.56,30.74,33.365,1417,2022-12-13T16:48:00,10.816025,-74.170189,86.00,32.70
66,36.57,59.77,1009.55,30.88,33.491,4095,2022-12-13T16:48:40,10.816031,-74.170219,86.00,37.30
66,36.61,60.06,1009.54,30.90,33.342,4095,2022-12-13T16:48:40,10.816031,-74.170219,86.00,37.30
66,36.70,60.31,1009.60,30.45,33.201,4095,2022-12-13T16:48:45,10.816034,-74.170219,86.00,35.80
66,36.70,60.51,1009.51,31.15,33.233,4095,2022-12-13T16:48:50,10.816036,-74.170227,86.00,35.30
66,36.79,60.70,1009.58,30.61,33.034,4095,2022-12-13T16:48:50,10.816036,-74.170227,86.00,35.30
66,36.80,60.88,1009.53,31.00,32.874,4095,2022-12-13T16:48:55,10.816038,-74.170219,86.00,36.00
67,37.04,59.61,1009.58,30.64,33.537,1357,2022-12-13T16:49:20,10.816041,-74.170204,86.00,30.90
67,37.04,58.78,1009.55,30.83,33.531,1366,2022-12-13T16:49:25,10.816040,-74.170204,86.00,28.00
67,37.02,56.44,1009.57,30.98,33.522,1375,2022-12-13T16:49:25,10.816040,-74.170204,86.00,28.00
67,36.99,56.25,1009.57,30.68,33.515,1383,2022-12-13T16:49:30,10.816038,-74.170204,88.00,26.40
67,36.97,56.81,1009.59,30.53,0.000,1387,2022-12-13T16:49:35,10.816037,-74.170204,86.00,25.50
67,36.95,57.31,1009.57,30.66,33.503,1391,2022-12-13T16:49:35,10.816037,-74.170204,86.00,25.50
68,36.90,55.76,1009.54,30.96,33.207,1117,2022-12-13T16:50:00,10.816027,-74.170181,86.00,22.10
68,36.93,54.88,1009.54,30.92,33.192,1233,2022-12-13T16:50:05,10.816016,-74.170181,86.00,23.40
68,36.96,53.77,1009.53,31.05,33.169,1264,2022-12-13T16:50:05,10.816016,-74.170181,86.00,23.40
68,36.99,53.04,1009.56,30.78,33.141,1227,2022-12-13T16:50:10,10.816011,-74.170174,110.00,23.90
68,37.06,54.26,1009.52,31.13,33.008,1295,2022-12-13T16:50:10,10.816011,-74.170174,110.00,23.90
69,37.33,56.09,1009.58,30.57,31.150,1570,2022-12-13T16:50:50,10.816006,-74.170135,93.00,24.60
69,37.27,56.31,1009.48,31.45,30.916,1609,2022-12-13T16:50:50,10.816006,-74.170135,93.00,24.60
69,37.26,56.48,1009.45,31.71,30.647,1632,2022-12-13T16:50:55,10.816006,-74.170143,87.00,25.10
69,37.25,56.66,1009.47,31.50,30.490,1651,2022-12-13T16:50:55,10.816006,-74.170143,87.00,25.10
69,37.24,56.68,1009.45,31.67,30.463,1663,2022-12-13T16:51:00,10.816005,-74.170143,87.00,26.30
69,37.23,56.78,1009.47,31.51,30.256,1667,2022-12-13T16:51:05,10.816002,-74.170143,87.00,28.10
70,35.38,57.60,1009.53,30.98,30.558,2128,2022-12-13T16:53:15,10.815998,-74.170128,82.00,25.70
70,35.41,57.71,1009.49,31.35,30.557,2148,2022-12-13T16:53:20,10.816002,-74.170128,87.00,26.20
70,35.46,57.69,1009.54,30.95,30.425,2165,2022-12-13T16:53:25,10.816000,-74.170128,91.00,22.30
70,35.44,57.63,1009.46,31.62,30.427,2176,2022-12-13T16:53:25,10.816000,-74.170128,91.00,22.30
70,35.45,57.75,1009.46,31.64,30.423,2183,2022-12-13T16:53:30,10.816004,-74.170128,91.00,21.80
70,35.47,58.09,1009.46,31.56,30.405,2086,2022-12-13T16:53:30,10.816004,-74.170128,91.00,21.80
71,35.39,56.81,1009.54,30.97,29.646,963,2022-12-13T16:54:00,10.815994,-74.170135,82.00,22.90
71,35.36,55.98,1009.57,30.71,29.638,991,2022-12-13T16:54:00,10.815994,-74.170135,82.00,22.90
71,35.33,56.06,1009.58,30.64,29.624,1008,2022-12-13T16:54:05,10.815995,-74.170135,82.00,22.70
71,35.30,56.54,1009.53,31.01,29.597,1030,2022-12-13T16:54:10,10.815995,-74.170143,83.00,22.40
71,35.26,56.59,1009.56,30.77,29.459,973,2022-12-13T16:54:10,10.815995,-74.170143,83.00,22.40
72,34.98,57.24,1009.47,31.48,29.790,1351,2022-12-13T16:54:35,10.815960,-74.170166,83.00,21.00
72,34.95,56.97,1009.45,31.66,29.801,1362,2022-12-13T16:54:40,10.815960,-74.170158,83.00,21.30
72,34.92,56.69,1009.48,31.45,29.830,1381,2022-12-13T16:54:40,10.815960,-74.170158,83.00,21.30
72,34.89,56.04,1009.47,31.55,30.053,1392,2022-12-13T16:54:45,10.815960,-74.170158,83.00,21.00
72,34.89,56.23,1009.56,30.80,30.041,1399,2022-12-13T16:54:50,10.815959,-74.170158,83.00,21.10
72,34.83,56.37,1009.47,31.53,30.032,1403,2022-12-13T16:54:50,10.815959,-74.170158,83.00,21.10
73,34.55,56.76,1009.54,30.92,31.067,1826,2022-12-13T16:55:25,10.815928,-74.170151,88.00,17.30
73,34.50,57.04,1009.48,31.41,31.220,1831,2022-12-13T16:55:30,10.815923,-74.170151,83.00,17.00
73,34.47,57.27,1009.52,31.12,31.236,1833,2022-12-13T16:55:30,10.815923,-74.170151,83.00,17.00
73,34.45,57.30,1009.49,31.36,31.258,1839,2022-12-13T16:55:35,10.815923,-74.170158,88.00,16.80
73,34.44,57.54,1009.49,31.22,31.285,1840,2022-12-13T16:55:40,10.815919,-74.170151,85.00,17.10
73,34.43,57.63,1009.45,31.68,31.422,1840,2022-12-13T16:55:40,10.815919,-74.170151,85.00,17.10
74,34.32,58.02,1009.50,31.31,30.114,1131,2022-12-13T16:56:15,10.815911,-74.170135,83.00,24.50
74,34.29,58.11,1009.47,31.52,29.979,1167,2022-12-13T16:56:20,10.815912,-74.170135,83.00,24.30
74,34.29,58.24,1009.45,31.70,29.960,1200,2022-12-13T16:56:25,10.815912,-74.170128,83.00,24.30
74,34.31,58.50,1009.52,31.13,29.824,1225,2022-12-13T16:56:25,10.815912,-74.170128,83.00,24.30
74,34.33,58.64,1009.50,31.30,29.804,1254,2022-12-13T16:56:30,10.815911,-74.170128,88.00,24.70
74,34.33,58.75,1009.52,31.10,29.649,1271,2022-12-13T16:56:30,10.815911,-74.170128,88.00,24.70
75,34.29,59.43,1009.50,31.24,29.839,1341,2022-12-13T16:57:10,10.815911,-74.170105,83.00,33.90
75,34.31,59.50,1009.48,31.45,29.862,1254,2022-12-13T16:57:10,10.815911,-74.170105,83.00,33.90
75,34.31,59.56,1009.48,31.40,30.043,1349,2022-12-13T16:57:15,10.815911,-74.170105,83.00,34.10
75,34.32,59.64,1009.51,31.20,30.052,1359,2022-12-13T16:57:15,10.815911,-74.170105,83.00,34.10
75,34.32,59.70,1009.51,31.19,30.074,1360,2022-12-13T16:57:20,10.815909,-74.170113,83.00,33.20
75,34.33,59.74,1009.48,31.41,30.211,1361,2022-12-13T16:57:25,10.815909,-74.170120,83.00,33.50
75,34.34,59.76,1009.49,31.37,30.206,1370,2022-12-13T16:57:25,10.815909,-74.170120,83.00,33.50
76,34.30,58.89,1009.49,31.38,30.696,978,2022-12-13T16:58:05,10.815889,-74.170128,102.00,28.20
76,34.29,58.85,1009.50,31.29,30.889,998,2022-12-13T16:58:10,10.815887,-74.170135,102.00,27.10
76,34.29,58.86,1009.49,31.34,30.905,1013,2022-12-13T16:58:10,10.815887,-74.170135,102.00,27.10
76,34.29,58.94,1009.50,31.26,31.121,1028,2022-12-13T16:58:15,10.815883,-74.170143,102.00,25.40
76,34.28,59.03,1009.49,31.35,31.281,1039,2022-12-13T16:58:15,10.815883,-74.170143,102.00,25.40
77,34.24,57.71,1009.52,31.12,30.330,1158,2022-12-13T16:59:20,10.815857,-74.170174,89.00,18.80
77,34.23,57.72,1009.47,31.51,30.308,1169,2022-12-13T16:59:25,10.815857,-74.170166,97.00,21.10
77,34.21,57.72,1009.48,31.46,30.174,1181,2022-12-13T16:59:25,10.815857,-74.170166,97.00,21.10
77,34.19,57.84,1009.45,31.70,30.163,1189,2022-12-13T16:59:30,10.815857,-74.170166,97.00,22.30
77,34.19,57.98,1009.48,31.46,30.000,1200,2022-12-13T16:59:30,10.815857,-74.170166,97.00,22.30
77,34.18,58.03,1009.48,31.40,30.005,1200,2022-12-13T16:59:35,10.815856,-74.170166,97.00,22.50
77,34.17,58.13,1009.44,31.78,30.006,1210,2022-12-13T16:59:40,10.815857,-74.170158,102.00,23.20
77,34.16,58.39,1009.45,31.65,29.989,1215,2022-12-13T16:59:40,10.815857,-74.170158,102.00,23.20
77,34.11,58.43,1009.39,32.22,29.966,1214,2022-12-13T16:59:45,10.815858,-74.170151,154.00,23.30
78,34.02,58.54,1009.43,31.82,29.773,930,2022-12-13T17:00:40,10.815866,-74.170158,89.00,27.10
78,34.01,58.72,1009.41,32.05,29.793,966,2022-12-13T17:00:45,10.815863,-74.170166,89.00,27.30
78,34.01,58.88,1009.43,31.87,29.816,981,2022-12-13T17:00:45,10.815863,-74.170166,89.00,27.30
78,34.02,59.07,1009.43,31.81,29.839,992,2022-12-13T17:00:50,10.815860,-74.170166,89.00,26.80
78,34.01,59.23,1009.39,32.16,29.852,1003,2022-12-13T17:00:55,10.815858,-74.170174,89.00,26.50
78,34.03,59.42,1009.44,31.75,29.861,1007,2022-12-13T17:00:55,10.815858,-74.170174,89.00,26.50
78,34.05,59.62,1009.43,31.87,29.864,1008,2022-12-13T17:01:00,10.815854,-74.170174,89.00,27.30
79,34.36,60.81,1009.45,31.70,30.072,1283,2022-12-13T17:01:25,10.815845,-74.170181,89.00,28.00
79,34.37,60.97,1009.40,32.09,30.058,1296,2022-12-13T17:01:30,10.815845,-74.170189,89.00,29.00
79,34.41,61.06,1009.45,31.67,29.908,1296,2022-12-13T17:01:30,10.815845,-74.170189,89.00,29.00
79,34.44,61.22,1009.45,31.71,29.912,1296,2022-12-13T17:01:35,10.815845,-74.170181,89.00,26.80
79,34.47,61.32,1009.45,31.67,29.908,1302,2022-12-13T17:01:40,10.815845,-74.170189,127.00,26.80
79,34.49,61.34,1009.45,31.69,29.905,1303,2022-12-13T17:01:40,10.815845,-74.170189,127.00,26.80
79,34.43,61.18,1009.31,32.84,29.895,1304,2022-12-13T17:01:45,10.815845,-74.170189,149.00,26.10
80,34.65,60.33,1009.41,32.04,30.483,921,2022-12-13T17:02:20,10.815846,-74.170204,93.00,22.20
80,34.67,60.41,1009.45,31.72,30.493,926,2022-12-13T17:02:25,10.815844,-74.170204,131.00,23.50
80,34.70,60.12,1009.45,31.68,30.507,930,2022-12-13T17:02:25,10.815844,-74.170204,131.00,23.50
80,34.72,60.17,1009.44,31.73,30.521,935,2022-12-13T17:02:30,10.815847,-74.170212,127.00,21.90
80,34.73,60.28,1009.44,31.77,30.532,934,2022-12-13T17:02:30,10.815847,-74.170212,127.00,21.90
80,34.71,60.24,1009.36,32.40,30.541,941,2022-12-13T17:02:35,10.815850,-74.170212,89.00,22.90
81,35.14,61.00,1009.45,31.69,30.381,752,2022-12-13T17:03:00,10.815854,-74.170227,89.00,25.10
81,35.18,61.07,1009.43,31.84,30.387,796,2022-12-13T17:03:05,10.815854,-74.170227,89.00,25.60
81,35.22,61.08,1009.44,31.76,30.384,816,2022-12-13T17:03:10,10.815855,-74.170227,92.00,24.30
81,35.26,61.07,1009.44,31.81,30.370,827,2022-12-13T17:03:10,10.815855,-74.170227,92.00,24.30
81,35.29,61.34,1009.46,31.63,30.351,831,2022-12-13T17:03:15,10.815853,-74.170235,89.00,24.20
81,35.32,61.61,1009.43,31.68,30.336,832,2022-12-13T17:03:15,10.815853,-74.170235,89.00,24.20
81,35.37,61.66,1009.40,32.11,30.315,837,2022-12-13T17:03:20,10.815853,-74.170235,89.00,23.90
82,35.57,59.91,1009.38,32.24,31.255,1057,2022-12-13T17:03:50,10.815855,-74.170265,90.00,20.80
82,35.61,59.95,1009.43,31.87,31.495,1084,2022-12-13T17:03:55,10.815850,-74.170258,90.00,21.90
82,35.54,59.99,1009.32,32.76,31.675,1104,2022-12-13T17:03:55,10.815850,-74.170258,90.00,21.90
82,35.54,59.94,1009.32,32.78,31.871,1126,2022-12-13T17:04:00,10.815850,-74.170265,90.00,23.10
82,35.55,59.94,1009.33,32.67,31.895,1149,2022-12-13T17:04:00,10.815850,-74.170265,90.00,23.10
82,35.56,59.90,1009.33,32.72,32.172,1169,2022-12-13T17:04:05,10.815852,-74.170265,93.00,23.10
82,35.56,59.86,1009.31,32.85,32.181,1183,2022-12-13T17:04:10,10.815854,-74.170265,93.00,22.40
